word,part_of_speech,meaning,example
năng lực,danh từ,phẩm chất tâm sinh lí và trình độ chuyên môn tạo cho con người khả năng hoàn thành một loại hoạt động nào đó với chất lượng cao: năng lực lãnh đạo * nâng cao năng lực chuyên môn,năng lực lãnh đạo * nâng cao năng lực chuyên môn
nắng lửa,danh từ,nắng dữ dội như đổ lửa xuống: chang chang nắng lửa,chang chang nắng lửa
nắng mưa,danh từ,"(văn chương) những vất vả gian truân trong cuộc sống: bao quản nắng mưa * ""Những là nấn ná đợi tin, Nắng mưa biết đã mấy phen đổi dời?"" (TKiều)","bao quản nắng mưa * ""Những là nấn ná đợi tin, Nắng mưa biết đã mấy phen đổi dời?"" (TKiều)"
nắng nôi,danh từ,"nắng (về mặt gây nóng bức, vất vả; nói khái quát): nắng nôi thế này thì đi đâu? * trời nắng nôi",nắng nôi thế này thì đi đâu? * trời nắng nôi
năng suất,danh từ,"hiệu quả của lao động trong quá trình sản xuất, làm việc, được đo bằng số lượng sản phẩm hay khối lượng công việc làm ra được trong một đơn vị thời gian nhất định: trả công theo năng suất lao động * tăng năng suất hoạt động của máy",trả công theo năng suất lao động * tăng năng suất hoạt động của máy
năng suất,danh từ,"sản lượng đạt được trên một đơn vị diện tích gieo trồng, trong một đơn vị thời gian nhất định: giống mía cho năng suất cao",giống mía cho năng suất cao
nậu vựa,danh từ,"tư thương lợi dụng cơ chế tự phát của thị trường đứng ra thu mua hàng nông thuỷ sản ở những vùng nông thôn có trữ lượng lớn, sau đó bán lại thu lãi cao: nậu vựa ép giá nông sản của nông dân",nậu vựa ép giá nông sản của nông dân
nền móng,danh từ,cái làm cơ sở vững chắc để dựa trên đó xây dựng và phát triển những cái khác: đặt nền móng cho trào lưu văn học mới,đặt nền móng cho trào lưu văn học mới
nền tảng,danh từ,bộ phận vững chắc dựa trên đó các bộ phận khác tồn tại và phát triển: nền tảng tư tưởng * nền tảng kinh tế,nền tảng tư tưởng * nền tảng kinh tế
nền nếp,danh từ,"toàn bộ những quy định và thói quen để duy trì sự ổn định, trật tự, có tổ chức trong công việc hoặc sinh hoạt: giữ gìn nền nếp gia phong * công việc đã đi vào nền nếp",giữ gìn nền nếp gia phong * công việc đã đi vào nền nếp
ngạch bậc,danh từ,thứ bậc trong một ngạch: trả lương theo ngạch bậc,trả lương theo ngạch bậc
ngai vàng,danh từ,"(cũ) ngai của vua ngồi, thường được thếp vàng; dùng để chỉ ngôi vua: lật đổ ngai vàng",lật đổ ngai vàng
ngàn xưa,danh từ,"(văn chương) thời gian rất lâu trong quá khứ, cách đây hàng nghìn năm: cổ vật từ nghìn xưa để lại",cổ vật từ nghìn xưa để lại
ngàn thu,danh từ,"(văn chương) nghìn năm; mãi mãi: tiếng thơm để mãi đến nghìn thu * ""Anh hoa phát tiết ra ngoài, Nghìn thu bạc mệnh một đời tài hoa."" (TKiều)","tiếng thơm để mãi đến nghìn thu * ""Anh hoa phát tiết ra ngoài, Nghìn thu bạc mệnh một đời tài hoa."" (TKiều)"
ngành dọc,danh từ,ngành chuyên môn có quan hệ từ trên xuống dưới trong một hệ thống tổ chức: chịu sự quản lí theo ngành dọc,chịu sự quản lí theo ngành dọc
ngày đêm,danh từ,như đêm ngày: ngày đêm miệt mài đèn sách * luyện tập ngày đêm,ngày đêm miệt mài đèn sách * luyện tập ngày đêm
ngày công,danh từ,ngày làm việc được tính làm đơn vị trả công: tháng này làm 23 ngày công,tháng này làm 23 ngày công
ngày giờ,danh từ,"thời gian, về mặt dành cho một công việc cụ thể nào đó: có đủ ngày giờ để chuẩn bị",có đủ ngày giờ để chuẩn bị
ngày giờ,danh từ,thời điểm được xác định để tiến hành một công việc cụ thể nào đó: đúng ngày giờ quy định * phải đi gấp cho kịp ngày giờ,đúng ngày giờ quy định * phải đi gấp cho kịp ngày giờ
ngày mai,danh từ,"ngày liền ngay sau ngày hôm nay: hôm nay là thứ hai, ngày mai là thứ ba","hôm nay là thứ hai, ngày mai là thứ ba"
ngày mai,danh từ,những ngày sắp tới: hi vọng ở ngày mai * chuyện hôm nay chớ để ngày mai,hi vọng ở ngày mai * chuyện hôm nay chớ để ngày mai
ngày kia,danh từ,"ngày liền ngay sau ngày mai: ngày mai đi, ngày kia sẽ tới","ngày mai đi, ngày kia sẽ tới"
ngày kia,danh từ,"một ngày nào đó trong quá khứ hoặc tương lai: một ngày kia, chúng ta sẽ gặp lại nhau","một ngày kia, chúng ta sẽ gặp lại nhau"
ngày nay,danh từ,"thời bây giờ: thời đại ngày nay * ngày nay, đời sống người nông dân đã được cải thiện","thời đại ngày nay * ngày nay, đời sống người nông dân đã được cải thiện"
ngày mùa,danh từ,"thời kì gặt hái, thu hoạch mùa màng (nói khái quát): ngày mùa bận rộn * công việc ngày mùa",ngày mùa bận rộn * công việc ngày mùa
ngày rày,danh từ,(văn chương) ngày cùng ngày với ngày hôm nay nhưng thuộc một tháng khác hoặc một năm khác: ngày rày tháng trước * hẹn gặp lại nhau vào ngày rày năm sau,ngày rày tháng trước * hẹn gặp lại nhau vào ngày rày năm sau
ngày rày,danh từ,"(phương ngữ, khẩu ngữ) những ngày đã qua, cho đến lúc nói: ốm mấy ngày rày * ""Kể mà cái đạo trò thầy, Ngày xưa có nghĩa ngày rày đền ơn."" (MPXH)","ốm mấy ngày rày * ""Kể mà cái đạo trò thầy, Ngày xưa có nghĩa ngày rày đền ơn."" (MPXH)"
ngày sau,danh từ,"ngày sẽ tới trong tương lai xa; sau này: ""Công lênh chẳng quản bao lâu, Ngày nay nước bạc, ngày sau cơm vàng."" (ca dao)","""Công lênh chẳng quản bao lâu, Ngày nay nước bạc, ngày sau cơm vàng."" (ca dao)"
ngày tiết,danh từ,(ng1): những ngày tiết trong năm,những ngày tiết trong năm
ngày sinh,danh từ,ngày ra đời của một người: kỉ niệm 100 năm ngày sinh của Chủ tịch Hồ Chí Minh,kỉ niệm 100 năm ngày sinh của Chủ tịch Hồ Chí Minh
ngày xưa,danh từ,"thời gian đã qua, cách thời nay rất lâu: chuyện ngày xưa",chuyện ngày xưa
ngăn kéo,danh từ,"bộ phận hình hộp có thể kéo ra đẩy vào bên trong bàn, tủ, v.v.: tủ có nhiều ngăn kéo",tủ có nhiều ngăn kéo
ngân khố,danh từ,kho tiền của nhà nước: ngân khố quốc gia,ngân khố quốc gia
ngân khố,danh từ,(cũ) kho bạc: đến ngân khố nộp tiền,đến ngân khố nộp tiền
ngân hàng,danh từ,"tổ chức kinh tế hoạt động trong lĩnh vực kinh doanh và quản lí các nghiệp vụ về tiền tệ, tín dụng: chuyển tiền qua ngân hàng * vay vốn của ngân hàng để làm ăn",chuyển tiền qua ngân hàng * vay vốn của ngân hàng để làm ăn
ngân hàng,danh từ,"kho lưu trữ những thành phần, bộ phận của cơ thể để sử dụng khi cần: ngân hàng máu",ngân hàng máu
ngân sách,danh từ,"tổng số tiền thu và chi trong một thời gian nhất định của nhà nước, của xí nghiệp hoặc của một cá nhân: ngân sách nhà nước * bội chi ngân sách",ngân sách nhà nước * bội chi ngân sách
ngân quỹ,danh từ,"(hiếm) quỹ tiền của nhà nước hay của một tổ chức, đoàn thể: ngân quỹ nhà nước * đầu tư cho ngân quỹ giáo dục",ngân quỹ nhà nước * đầu tư cho ngân quỹ giáo dục
ngẫu hứng,danh từ,cảm hứng ngẫu nhiên mà có: ngẫu hứng sáng tác * làm theo ngẫu hứng,ngẫu hứng sáng tác * làm theo ngẫu hứng
nghề đời,danh từ,"(cũ, khẩu ngữ) như thói đời: nghề đời trâu buộc ghét trâu ăn",nghề đời trâu buộc ghét trâu ăn
nghệ nhân,danh từ,"người chuyên nghề biểu diễn một bộ môn nghệ thuật hoặc chuyên làm một nghề thủ công mĩ nghệ, có tài nghệ cao: nghệ nhân tuồng * nghệ nhân đúc đồng",nghệ nhân tuồng * nghệ nhân đúc đồng
nghị định,danh từ,"văn bản do cơ quan nhà nước cấp cao ban hành, quy định chi tiết thi hành luật hoặc những vấn đề hết sức cần thiết nhưng chưa được xây dựng thành luật: nghị định của chính phủ * ra nghị định",nghị định của chính phủ * ra nghị định
nghị lực,danh từ,"sức mạnh tinh thần tạo cho con người sự kiên quyết trong hành động, không lùi bước trước khó khăn, thử thách: nghị lực phi thường * không đủ nghị lực để vượt qua thử thách",nghị lực phi thường * không đủ nghị lực để vượt qua thử thách
nghi thức,danh từ,"toàn bộ nói chung những điều quy định có tính chất nghiêm túc, theo quy ước của xã hội hoặc theo thói quen, cần phải làm đúng trong giao tiếp, ứng xử, v.v.: nghi thức giao tiếp * đám cưới được tổ chức theo nghi thức cổ truyền",nghi thức giao tiếp * đám cưới được tổ chức theo nghi thức cổ truyền
nghi tiết,danh từ,(cũ) như nghi thức: nghi tiết lễ tế thần,nghi tiết lễ tế thần
nghĩa đen,danh từ,nghĩa của từ ngữ được coi là có trước những nghĩa khác về mặt logic hay về mặt lịch sử; phân biệt với nghĩa bóng: từ  *  trong  *  được dùng với nghĩa đen,từ  *  trong  *  được dùng với nghĩa đen
nghị viện,danh từ,"cơ quan lập pháp ở nước dân chủ, toàn bộ hay một bộ phận được thành lập trên nguyên tắc bầu cử: đại biểu nghị viện * họp nghị viện",đại biểu nghị viện * họp nghị viện
nghĩa khí,danh từ,chí khí của người nghĩa hiệp: trọng nghĩa khí,trọng nghĩa khí
nghìn xưa,danh từ,"(văn chương) thời gian rất lâu trong quá khứ, cách đây hàng nghìn năm: cổ vật từ nghìn xưa để lại",cổ vật từ nghìn xưa để lại
nghìn thu,danh từ,"(văn chương) nghìn năm; mãi mãi: tiếng thơm để mãi đến nghìn thu * ""Anh hoa phát tiết ra ngoài, Nghìn thu bạc mệnh một đời tài hoa."" (TKiều)","tiếng thơm để mãi đến nghìn thu * ""Anh hoa phát tiết ra ngoài, Nghìn thu bạc mệnh một đời tài hoa."" (TKiều)"
ngõ hẻm,danh từ,ngõ rất nhỏ và hẹp giữa các đường phố: nhà trong ngõ hẻm * hang cùng ngõ hẻm,nhà trong ngõ hẻm * hang cùng ngõ hẻm
ngõ ngách,danh từ,"đường nhỏ, hẹp và ngoắt ngoéo với nhiều lối rẽ ngang (ở trong làng xóm, phố phường; nói khái quát): thuộc mọi ngõ ngách trong làng",thuộc mọi ngõ ngách trong làng
ngõ cụt,danh từ,"ngõ chỉ có một lối vào (đến cuối ngõ là cùng đường); thường dùng để ví sự bế tắc, cùng đường: bị đẩy vào ngõ cụt",bị đẩy vào ngõ cụt
ngoại cảm,danh từ,(hiếm) bệnh do thời tiết tác động đột ngột đến cơ thể (nói khái quát; theo cách gọi của đông y); phân biệt với nội thương: bệnh ngoại cảm,bệnh ngoại cảm
ngoại cảm,danh từ,"khả năng cảm nhận những điều mà người thường không cảm nhận được, nhờ vào một giác quan đặc biệt, gọi là giác quan thứ sáu (ngoài năm giác quan: thị giác, thính giác, xúc giác, vị giác, khứu giác): nhà ngoại cảm",nhà ngoại cảm
ngoại đạo,danh từ,"tôn giáo khác, trong quan hệ với tôn giáo được nói đến.","về hội hoạ, tôi vốn là kẻ ngoại đạo"
ngoại hối,danh từ,"chứng từ tín dụng và thanh toán thể hiện bằng ngoại tệ, dùng trong thanh toán quốc tế (nói khái quát): kinh doanh ngoại hối * dự trữ ngoại hối",kinh doanh ngoại hối * dự trữ ngoại hối
ngoại lực,danh từ,lực tác động từ bên ngoài; phân biệt với nội lực: bị ngoại lực tác động vào * thu hút nguồn ngoại lực,bị ngoại lực tác động vào * thu hút nguồn ngoại lực
ngoại ngữ,danh từ,tiếng nước ngoài: học ngoại ngữ * biết hai ngoại ngữ,học ngoại ngữ * biết hai ngoại ngữ
ngoại tộc,danh từ,họ ngoại; phân biệt với nội tộc.,người ngoại tộc
ngoại văn,danh từ,sách báo tiếng nước ngoài nói chung; phân biệt với quốc văn: hiệu sách ngoại văn,hiệu sách ngoại văn
ngoại xâm,danh từ,sự xâm lược do quân đội nước ngoài tiến hành bằng chiến tranh: nạn ngoại xâm * giặc ngoại xâm * kháng chiến chống ngoại xâm,nạn ngoại xâm * giặc ngoại xâm * kháng chiến chống ngoại xâm
